source_id,ra,dec,ra_delta,dec_delta,decam_g0,decam_r0,vel_calib,vel_calib_std,feh50,feh_calib_std,pmra,pmdec,pmra_error,pmdec_error,pmra_pmdec_corr,best_sn_1700d,good_star_pb
1258504616925279616,210.268325,25.771819444444446,0.64082512656076,-0.7792773689544379,19.166656468063593,18.509248616173863,138.5328814950637,3.7382765287468236,-1.3655162736910986,0.2790024429199263,-0.5301113571017786,-0.3798086105526203,0.18391997,0.15595339,-0.043559577,6.221949648004279,0.9981975130879287
1450716704207508480,208.20477500000004,27.110758333333333,-1.2032736242283126,0.564195741305353,19.70665956661105,19.347319703549147,-0.1641748825095959,5.358830446868475,-0.15795842679251917,0.8511435744724883,-2.811103322227075,-2.201647045657013,0.3464122,0.23344341,0.080761746,2.7602486767481653,0.9608336521380167
1451012782072837888,208.99132916666667,26.84238888888889,-0.5044450723928925,0.2906002312419903,18.671299420297146,18.248460359871387,-111.84248580062521,6.996320701100025,-1.8582226930044863,0.43523744613599336,-1.4931357408637065,-2.6508931037606,0.16397941,0.12661467,0.08553429,4.168960729350465,0.9881722447886239
1450356446646255488,209.09072916666668,25.951722222222223,-0.4189791610065847,-0.6004051386161197,17.84634594991803,17.17186563462019,-16.674189891313596,1.5021455037925318,-0.7433630913438323,0.09905550465359617,-1.0338365243739882,-2.757005014128812,0.11687621,0.09286471,-0.003682667,10.172477111552228,0.9998409039130337
1450793433799362560,209.20433333333335,26.37858055555556,-0.3156755264836725,-0.17388524997344154,19.48380582034588,18.848123908042908,-201.91714381262665,3.6949055693626236,-1.704222361015312,0.35310429855182784,-0.5507713566103118,-0.7552268200252698,0.24743654,0.20043205,-0.049520876,3.590863289620372,0.9678919567697469
1450927673001533824,210.64929166666664,27.426988888888893,0.9697239633217145,0.8781882871671078,18.12974263727665,17.763712733983994,39.363402648490194,2.8817092735874748,-0.9929641032090206,0.234133085964916,-1.3296965721395972,-1.2162067596457131,0.114206746,0.09202916,0.11598988,7.8982053152944784,0.9998918315202978
1450726977769346176,209.48867083333334,26.085630555555557,-0.0610995572860576,-0.46724804995758806,18.51609419286251,17.91560848429799,193.77664620510734,4.074994549201909,-2.9219402997742394,0.41590206866812673,-1.223541745120136,-0.9024156586881322,0.13131377,0.10654895,-0.07647913,6.043973000451169,0.9706499698678137
1450795289224753536,209.33697083333334,26.427941666666666,-0.1967658475107401,-0.12478957272842037,17.166849374771118,16.351372949779034,191.71449023132016,1.0488271159980787,-2.5333949810619454,0.1312855462614155,-1.2321340956179576,-0.9452615070999913,0.057695787,0.046236333,0.1974934,23.499135607116866,0.9998890804473529
1452411365159006208,210.923975,27.337766666666667,1.2144552357023666,0.7913200481654885,19.32962103188038,18.792848732322454,55.851416255134836,5.546738358419014,-1.6486524657149562,0.36313472421805876,-2.9657960088518722,-1.9640296149595646,0.24146758,0.20893797,-0.05842676,4.535323751848533,0.9982698387126707
1450593490185773568,208.34498333333332,26.26526666666667,-1.0865318127791448,-0.28249597366034934,16.8763542547822,15.946693433448672,192.2879871670446,0.9717950743056435,-1.8119194681482282,0.10423051335420251,-1.1976456479993807,-0.8876365094718002,0.04881836,0.03803478,0.042953808,16.14909196050156,0.9997802404883426
1450596243260368896,208.21330000000003,26.30432777777778,-1.20418456713728,-0.24226046818638894,17.33251252397895,16.47634162195027,189.35946592415044,3.428793495964578,-1.988405842384061,0.618150531384517,-1.1193757396747288,-0.8849753305508663,0.059674207,0.04528892,0.15470995,5.706220662365834,0.998540019021486
1450855693644861696,209.52841666666663,27.049219444444446,-0.025189593801420475,0.4963160166520464,18.238659001886845,17.736707098782063,8.033931689033007,2.7118597741871033,-1.8411746021652466,0.31234591629223935,-2.098036611937488,-1.8782407696793681,0.11113781,0.09042445,-0.0070741163,6.039417832902172,0.9996314132028954
1451453209495244928,207.377775,27.00183611111111,-1.94093676807865,0.4654315244160348,17.862763170152903,17.971650131046772,-29.907137916969077,7.3842561558532935,-1.7256709887572987,0.33784693575333447,-1.0168093725693332,-1.4881117821787067,0.12049208,0.084842026,-0.019044649,4.973020730517847,0.9779422068688322
1258512279146915200,210.6497541666667,25.720655555555556,0.984695311457066,-0.8280162859396051,19.834126386791468,19.319553304463625,122.47851819165943,5.419240433946903,-2.172192272934903,0.4848402564521789,-1.34771203032452,-0.7786592869997105,0.28206688,0.2683753,-0.03816424,3.174598680884079,0.935172003431526
1451024876700795520,208.6874541666667,26.969694444444446,-0.7746826139405901,0.41941772493387663,19.325604110956192,18.721105348318815,13.691931107659197,9.114590282727782,-1.1766712494902083,0.6728175675508312,-0.8428205851165133,-0.47482248878629585,0.24164589,0.18549436,0.049360756,2.229462335592631,0.9144190258961835
1451855592095629184,208.15946666666665,27.56456388888889,-1.2385105403698744,1.0183623255076437,18.276763699948788,17.77073174342513,-95.99523636812438,2.1812701987569314,-1.6473814272930767,0.22667264768613438,-0.5080041903776761,-0.9979574511732394,0.12790678,0.08457304,0.016536165,14.434888578812222,0.9997853968095934
1258149513325422720,209.1416125,25.320558333333334,-0.375206409308192,-1.2316390917960323,18.797779858112335,18.55716446042061,106.62101510566137,6.548810310902788,-1.3518808621078398,0.40476478459271814,-2.041616910247049,-1.6642359282821422,0.18614249,0.1745713,-0.08337366,3.3566700131602327,0.9883956236669749
1258733315344240000,211.1515,26.94018888888889,1.421548663262598,0.3961304564681415,18.86012138798833,17.79769104346633,-17.100042110171977,3.355527559349282,-0.67342070187397,0.2801158370390394,-0.7219529230806492,-0.8028847149878314,0.12745593,0.100630656,0.027494702,4.189985057860415,0.9980471977808688
1451156100837351808,209.83112500000001,27.62135,0.24314809478699997,1.0686483756567042,17.836847245693207,17.002395395189524,22.589957135011502,1.9591399513872896,-1.8423712912786652,0.3912841516031354,-1.689818345925802,-0.19723505955184994,0.08806343,0.06907329,0.29484642,7.873386027973757,0.9994586626990613
1451856176211174400,208.12718750000002,27.54445,-1.2673491120022744,0.9985683172979466,19.363619923591614,19.014186734333634,142.47297841122497,6.537461260198685,-2.563589854169822,0.7055402894250946,-2.4003494787694653,-2.875960473292324,0.26110077,0.1693507,0.07403462,5.281536336322921,0.9904969695342074
1258327939150967296,211.06620416666667,25.772458333333336,1.359193337556556,-0.7724133173796885,18.94001053273678,18.434454929083586,5.235634383965516,2.64693884247369,-0.7738964818209548,0.19536649754889066,-3.151411262054766,-2.5648555181684007,0.17020209,0.15141511,0.11408614,6.788482796941314,0.9991510037708605
1451156238276305152,209.85940416666668,27.63756111111111,0.2681642732857009,1.084912989411347,17.68564796447754,17.049167584627867,71.77555915199699,1.942390958460771,-1.2413359143594582,0.1924511995733773,-1.5394057940406864,-0.9166762012046284,0.090257585,0.06355976,0.23136684,7.779669923463008,0.9998177253853792
1451859822639024128,208.39444583333335,27.62011111111111,-1.0297341102085094,1.0718183522516285,19.282678835093975,18.789522498846054,-98.36053952129559,5.9485036173617685,-1.32246827875167,0.4213193419813796,-2.146894960946872,-2.431484693986195,0.2617875,0.17123076,-0.066690415,5.862151068732033,0.9987734507941749
1258330344332654208,210.88620833333334,25.775844444444445,1.1971177194319602,-0.7708226795651941,19.603620320558548,19.170115284621716,-13.462092051308627,3.6329680695683795,-0.39165532551375043,0.28719748580570126,-1.2011973448184838,-1.9873930724178717,0.2503198,0.22637092,0.027042424,4.04811953408386,0.9733543854219117
1258525408862576384,210.78190000000004,25.986055555555556,1.1012492168020809,-0.561571544475295,18.170633904635906,17.61403268761933,20.82520056771567,1.4886155405079642,-0.9274748199716566,0.12070859848400799,-1.0105220728996547,-1.8073008591992332,0.09773499,0.08240012,0.067447156,14.44086239692784,0.9998519681812155
1450597441557547392,208.35503750000004,26.360058333333335,-1.0766365070745483,-0.18779415919961387,18.784252539277077,18.07785515487194,-44.9895381545736,2.552801697334852,-0.30991368936876257,0.1374769060817996,0.5720036260066372,-2.6098830798014414,0.2977614,0.13477649,0.20668702,6.238969534170493,0.9997622575855303
1450803771784490112,209.41214166666668,26.57773888888889,-0.1292824477833869,0.024911793736516055,18.58462432026863,18.348599698394537,-38.41312007227448,6.159187314875194,-1.9471809155147346,0.5307076048679332,-2.977425300091599,-1.3064901652574774,0.1620622,0.12659293,0.08449876,4.026974581196154,0.9878956226001591
1450942275890160640,210.02554166666667,27.15516388888889,0.41715837465708383,0.6030157685469002,19.527773797512054,19.001728765666485,58.82645739719772,8.4748189206748,-0.19159436242029096,0.5894780844958132,-2.0533197476589926,-1.6850880813934759,0.2611697,0.21311086,0.040337157,2.255574449818331,0.9377057728926186
1258525748164505472,210.80450416666667,25.98958888888889,1.121529671345206,-0.5578425410576878,19.250764414668083,18.68397231772542,-65.52925091596296,3.858139078086199,-0.9722502352847204,0.30675224191377887,-1.3998106774408334,-1.6180937517151603,0.19238344,0.16479205,0.0020410765,5.304778669221072,0.9994246970380228
